CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,engagement_score,login_frequency,purchase_count,support_tickets,previous_campaign_response,treatment,Geography_Germany,Geography_Spain
-0.920555939464157,1,-1.0469854240209693,0.684224820932685,-1.2224581455088992,0.8054674848885501,1,0,-1.6015419420098918,-0.673617276191299,-0.8594830537387392,-0.7930365679750705,0.6230386716324111,1,1,0,0
0.008667590594267645,1,-0.27807077444449274,0.684224820932685,-1.2224581455088992,0.8054674848885501,1,0,-1.4955266441997086,-0.5193202830120431,0.8720365710182274,-1.1409740772325325,0.6230386716324111,1,1,0,0
0.40100641439671364,1,-0.08584211205037362,-0.005909273180847139,-0.020398930416998425,-0.9119471950443923,1,1,-1.586687150694778,1.2550951385493982,0.3773166782305227,-1.1409740772325325,-0.736194863426026,0,0,0,1
0.28743464961179505,0,-0.18195644324743318,-1.0411104143511454,0.5929652307100469,-0.9119471950443923,1,1,0.6108725472812896,1.2550951385493982,0.3773166782305227,0.5987134690547777,-0.736194863426026,1,0,1,0
-1.880753587191196,0,0.2986152127378647,-0.005909273180847139,-1.2224581455088992,0.8054674848885501,1,0,0.44026564000169033,-1.7151219801512754,-1.6015628929202965,-0.2711303040888774,0.6230386716324111,1,1,0,0
0.43198053206532777,1,-0.5664137680356714,1.3743589150462172,-1.2224581455088992,-0.9119471950443923,1,0,0.23524081494236657,-0.4421717864224153,-1.1068430001325917,1.1206197329409708,1.3026554391616296,0,0,0,0
-0.11522888008018899,0,0.010272219146685961,-1.3861774614079114,1.0477867632258402,-0.9119471950443923,1,0,-0.13052038979193878,-1.2522310006135082,-1.6015628929202965,-1.3149428318612635,1.3026554391616296,1,0,0,1
0.4423052379548658,0,0.010272219146685961,-1.7312445084646775,-1.2224581455088992,0.8054674848885501,0,0,-0.3139114078693786,-0.09500355176908977,0.8720365710182274,-0.9670053226038015,-0.05657809589680748,0,1,0,1
-0.8173088805687765,1,-0.4702994368386119,-1.3861774614079114,0.3678762797265601,0.8054674848885501,0,1,1.495793339535987,-0.4807460347172292,-0.1174032145571821,-0.2711303040888774,0.6230386716324111,1,1,0,0
-0.18750182130695534,1,1.0675298623143412,-1.0411104143511454,-1.2224581455088992,0.8054674848885501,0,0,-0.7302146278308277,-1.5608249869720197,1.3667564638059322,1.2945884875697018,2.6618889742200667,0,0,0,0
1.5986722975831278,1,-1.4314427488092076,0.33915777387591894,1.0707183116432608,0.8054674848885501,1,0,1.4955078542553057,-1.6379734835616475,1.3667564638059322,-0.9670053226038015,0.6230386716324111,0,0,1,0
-1.6226359399527446,1,1.4519871871025796,-0.6960433672943793,1.4647677183416123,0.8054674848885501,1,0,0.8721357137738299,0.09786768970497996,-0.6121231073448868,-0.6190678133463394,-0.05657809589680748,1,1,0,0
